continent,location,date,population,new_vaccinations,Rolling_People_Vaccinated
Europe,France,2022-05-03,67422000,46849,143535359
Oceania,French Polynesia,2021-02-17,282534,450,450
Oceania,French Polynesia,2021-03-02,282534,405,855
Africa,Gabon,2021-06-12,2278829,1486,1486
Africa,Gambia,2021-08-29,2486937,429,429
Asia,Georgia,2021-04-10,3979773,1026,1026
Asia,Georgia,2021-04-13,3979773,1468,2494
Asia,Georgia,2021-04-14,3979773,1403,3897
Asia,Georgia,2021-04-15,3979773,1424,5321
Asia,Georgia,2021-04-16,3979773,1510,6831
Asia,Georgia,2021-04-17,3979773,1227,8058
Asia,Georgia,2021-04-20,3979773,810,8868
Asia,Georgia,2021-04-21,3979773,892,9760
Asia,Georgia,2021-04-22,3979773,1426,11186
Asia,Georgia,2021-04-23,3979773,1560,12746
Asia,Georgia,2021-04-27,3979773,1542,14288
Asia,Georgia,2021-04-28,3979773,1706,15994
Asia,Georgia,2021-04-29,3979773,1767,17761
Asia,Georgia,2021-04-30,3979773,1770,19531
Asia,Georgia,2021-05-06,3979773,3651,23182
Asia,Georgia,2021-05-07,3979773,3087,26269
Asia,Georgia,2021-05-08,3979773,3846,30115
Asia,Georgia,2021-05-11,3979773,4689,34804
Asia,Georgia,2021-05-12,3979773,4434,39238
Asia,Georgia,2021-05-13,3979773,5773,45011
Asia,Georgia,2021-05-14,3979773,3733,48744
Asia,Georgia,2021-05-15,3979773,4210,52954
Asia,Georgia,2021-05-18,3979773,4045,56999
Asia,Georgia,2021-05-19,3979773,3848,60847
Asia,Georgia,2021-05-20,3979773,4262,65109
Asia,Georgia,2021-05-21,3979773,4085,69194
Asia,Georgia,2021-05-22,3979773,3895,73089
Asia,Georgia,2021-05-25,3979773,4354,77443
Asia,Georgia,2021-05-26,3979773,3909,81352
Asia,Georgia,2021-05-27,3979773,4338,85690
Asia,Georgia,2021-05-28,3979773,4436,90126
Asia,Georgia,2021-05-29,3979773,4565,94691
Asia,Georgia,2021-06-01,3979773,5056,99747
Asia,Georgia,2021-06-02,3979773,5221,104968
Asia,Georgia,2021-06-03,3979773,6347,111315
Asia,Georgia,2021-06-04,3979773,6409,117724
Asia,Georgia,2021-06-05,3979773,5385,123109
Asia,Georgia,2021-06-08,3979773,5393,128502
Asia,Georgia,2021-06-09,3979773,5980,134482
Asia,Georgia,2021-06-10,3979773,6283,140765
Asia,Georgia,2021-06-11,3979773,6113,146878
Asia,Georgia,2021-06-12,3979773,5200,152078
Asia,Georgia,2021-06-15,3979773,4693,156771
Asia,Georgia,2021-06-16,3979773,4579,161350
Asia,Georgia,2021-06-17,3979773,4414,165764
Asia,Georgia,2021-06-18,3979773,4510,170274
Asia,Georgia,2021-06-19,3979773,4240,174514
Asia,Georgia,2021-06-22,3979773,3810,178324
Asia,Georgia,2021-06-23,3979773,4231,182555
Asia,Georgia,2021-06-24,3979773,2929,185484
Asia,Georgia,2021-06-25,3979773,3165,188649
Asia,Georgia,2021-06-26,3979773,2984,191633
Asia,Georgia,2021-06-29,3979773,3237,194870
Asia,Georgia,2021-06-30,3979773,3678,198548
Asia,Georgia,2021-07-06,3979773,3656,202204
Asia,Georgia,2021-07-07,3979773,5062,207266
Asia,Georgia,2021-07-08,3979773,5759,213025
Asia,Georgia,2021-07-09,3979773,5768,218793
Asia,Georgia,2021-07-26,3979773,14059,232852
Asia,Georgia,2021-07-27,3979773,14397,247249
Asia,Georgia,2021-08-01,3979773,25189,272438
Asia,Georgia,2021-08-04,3979773,22052,294490
Asia,Georgia,2021-08-05,3979773,18956,313446
Asia,Georgia,2021-08-06,3979773,23341,336787
Asia,Georgia,2021-08-07,3979773,19355,356142
Asia,Georgia,2021-08-08,3979773,14899,371041
Asia,Georgia,2021-08-09,3979773,23755,394796
Asia,Georgia,2021-08-10,3979773,23943,418739
Asia,Georgia,2021-08-11,3979773,26979,445718
Asia,Georgia,2021-08-12,3979773,25434,471152
Asia,Georgia,2021-08-13,3979773,26529,497681
Asia,Georgia,2021-08-14,3979773,23981,521662
Asia,Georgia,2021-08-19,3979773,24095,545757
Asia,Georgia,2021-08-23,3979773,17648,563405
Asia,Georgia,2021-08-24,3979773,58479,621884
Asia,Georgia,2021-08-25,3979773,27556,649440
Asia,Georgia,2021-08-26,3979773,29221,678661
Asia,Georgia,2021-08-29,3979773,18477,697138
Asia,Georgia,2021-09-01,3979773,24640,721778
Asia,Georgia,2021-09-02,3979773,23995,745773
Asia,Georgia,2021-09-05,3979773,11929,757702
Asia,Georgia,2021-09-06,3979773,14029,771731
Asia,Georgia,2021-09-07,3979773,26616,798347
Asia,Georgia,2021-09-20,3979773,16255,814602
Asia,Georgia,2021-09-21,3979773,15117,829719
Asia,Georgia,2021-09-22,3979773,14483,844202
Asia,Georgia,2021-09-23,3979773,14178,858380
Asia,Georgia,2021-09-26,3979773,19785,878165
Asia,Georgia,2021-09-27,3979773,11421,889586
Asia,Georgia,2021-09-28,3979773,13891,903477
Asia,Georgia,2021-10-03,3979773,4579,908056
Asia,Georgia,2021-10-04,3979773,8528,916584
Asia,Georgia,2021-10-10,3979773,12092,928676
Asia,Georgia,2021-10-11,3979773,7273,935949
Asia,Georgia,2021-10-14,3979773,10738,946687
Asia,Georgia,2021-11-04,3979773,4649,951336
Asia,Georgia,2021-11-07,3979773,1266,952602
Asia,Georgia,2021-11-08,3979773,5554,958156
Asia,Georgia,2021-11-09,3979773,7553,965709
Asia,Georgia,2021-11-12,3979773,8270,973979
Asia,Georgia,2021-11-13,3979773,5153,979132
Asia,Georgia,2021-11-16,3979773,8943,988075
Asia,Georgia,2021-11-17,3979773,8111,996186
Asia,Georgia,2021-11-22,3979773,10308,1006494
Asia,Georgia,2021-11-23,3979773,5384,1011878
Asia,Georgia,2021-12-01,3979773,14503,1026381
Asia,Georgia,2021-12-06,3979773,13080,1039461
Asia,Georgia,2021-12-07,3979773,13432,1052893
Asia,Georgia,2021-12-08,3979773,11896,1064789
Asia,Georgia,2021-12-13,3979773,12291,1077080
Asia,Georgia,2021-12-14,3979773,12820,1089900
Asia,Georgia,2021-12-15,3979773,12692,1102592
Asia,Georgia,2021-12-16,3979773,11914,1114506
Asia,Georgia,2021-12-17,3979773,10876,1125382
Asia,Georgia,2021-12-18,3979773,8539,1133921
Asia,Georgia,2021-12-19,3979773,3388,1137309
Asia,Georgia,2021-12-20,3979773,15122,1152431
Asia,Georgia,2021-12-21,3979773,15240,1167671
Asia,Georgia,2021-12-24,3979773,13280,1180951
Asia,Georgia,2022-01-04,3979773,7800,1188751
Asia,Georgia,2022-01-05,3979773,8794,1197545
Asia,Georgia,2022-01-06,3979773,8666,1206211
Asia,Georgia,2022-01-11,3979773,12038,1218249
Asia,Georgia,2022-01-12,3979773,10662,1228911
Asia,Georgia,2022-01-13,3979773,8250,1237161
Asia,Georgia,2022-01-16,3979773,2798,1239959
Asia,Georgia,2022-01-17,3979773,10146,1250105
Asia,Georgia,2022-01-18,3979773,10068,1260173
Asia,Georgia,2022-01-19,3979773,3075,1263248
Asia,Georgia,2022-01-20,3979773,7926,1271174
Asia,Georgia,2022-01-21,3979773,7737,1278911
Asia,Georgia,2022-01-22,3979773,5438,1284349
Asia,Georgia,2022-01-25,3979773,9465,1293814
Asia,Georgia,2022-01-26,3979773,8712,1302526
Asia,Georgia,2022-01-27,3979773,18717,1321243
Asia,Georgia,2022-01-30,3979773,7932,1329175
Asia,Georgia,2022-01-31,3979773,9298,1338473
Asia,Georgia,2022-02-01,3979773,7880,1346353
Asia,Georgia,2022-02-02,3979773,6523,1352876
Asia,Georgia,2022-02-03,3979773,5544,1358420
Asia,Georgia,2022-02-04,3979773,5007,1363427
Asia,Georgia,2022-02-05,3979773,3087,1366514
Asia,Georgia,2022-02-08,3979773,3874,1370388
Asia,Georgia,2022-02-09,3979773,4599,1374987
Asia,Georgia,2022-02-10,3979773,3785,1378772
Asia,Georgia,2022-02-13,3979773,727,1379499
Asia,Georgia,2022-02-14,3979773,4279,1383778
Asia,Georgia,2022-02-17,3979773,3683,1387461
Asia,Georgia,2022-02-18,3979773,3623,1391084
Asia,Georgia,2022-02-19,3979773,1943,1393027
Asia,Georgia,2022-02-20,3979773,470,1393497
Asia,Georgia,2022-02-21,3979773,3406,1396903
Asia,Georgia,2022-02-22,3979773,4213,1401116
Asia,Georgia,2022-02-25,3979773,3230,1404346
Asia,Georgia,2022-02-26,3979773,1564,1405910
Asia,Georgia,2022-02-27,3979773,548,1406458
Asia,Georgia,2022-02-28,3979773,3919,1410377
Asia,Georgia,2022-03-01,3979773,1514,1411891
Asia,Georgia,2022-03-02,3979773,1366,1413257
Asia,Georgia,2022-03-03,3979773,220,1413477
Asia,Georgia,2022-03-04,3979773,1389,1414866
Asia,Georgia,2022-03-05,3979773,798,1415664
Asia,Georgia,2022-03-06,3979773,311,1415975
Asia,Georgia,2022-03-07,3979773,1539,1417514
Asia,Georgia,2022-03-10,3979773,1627,1419141
Asia,Georgia,2022-03-11,3979773,1550,1420691
Asia,Georgia,2022-03-12,3979773,703,1421394
Asia,Georgia,2022-03-13,3979773,150,1421544
Asia,Georgia,2022-03-14,3979773,1792,1423336
Asia,Georgia,2022-03-15,3979773,1842,1425178
Asia,Georgia,2022-03-18,3979773,1681,1426859
Asia,Georgia,2022-03-19,3979773,783,1427642
Asia,Georgia,2022-03-20,3979773,186,1427828
Asia,Georgia,2022-03-21,3979773,1831,1429659
Asia,Georgia,2022-03-22,3979773,2059,1431718
Asia,Georgia,2022-03-23,3979773,1937,1433655
Asia,Georgia,2022-03-24,3979773,1930,1435585
Asia,Georgia,2022-03-25,3979773,1648,1437233
Asia,Georgia,2022-03-26,3979773,1094,1438327
Asia,Georgia,2022-03-27,3979773,224,1438551
Asia,Georgia,2022-03-30,3979773,2015,1440566
Asia,Georgia,2022-03-31,3979773,2025,1442591
Asia,Georgia,2022-04-04,3979773,529,1443120
Asia,Georgia,2022-04-05,3979773,219,1443339
Asia,Georgia,2022-04-06,3979773,683,1444022
Asia,Georgia,2022-04-07,3979773,916,1444938
Asia,Georgia,2022-04-08,3979773,1071,1446009
Asia,Georgia,2022-04-09,3979773,402,1446411
Asia,Georgia,2022-04-10,3979773,212,1446623
Asia,Georgia,2022-04-11,3979773,1466,1448089
Asia,Georgia,2022-04-12,3979773,1238,1449327
Asia,Georgia,2022-04-13,3979773,1159,1450486
Asia,Georgia,2022-04-14,3979773,1278,1451764
Asia,Georgia,2022-04-18,3979773,1160,1452924
Asia,Georgia,2022-04-21,3979773,2139,1455063
Asia,Georgia,2022-05-03,3979773,758,1455821
Europe,Germany,2020-12-28,83900471,18007,18007
Europe,Germany,2020-12-29,83900471,50055,68062
Europe,Germany,2020-12-30,83900471,64066,132128
Europe,Germany,2020-12-31,83900471,49939,182067
Europe,Germany,2021-01-01,83900471,25672,207739
Europe,Germany,2021-01-02,83900471,47803,255542
Europe,Germany,2021-01-03,83900471,22573,278115
Europe,Germany,2021-01-04,83900471,46333,324448
Europe,Germany,2021-01-05,83900471,52478,376926
Europe,Germany,2021-01-06,83900471,63084,440010
Europe,Germany,2021-01-07,83900471,54908,494918
Europe,Germany,2021-01-08,83900471,62875,557793
Europe,Germany,2021-01-09,83900471,60598,618391
Europe,Germany,2021-01-10,83900471,35845,654236
Europe,Germany,2021-01-11,83900471,68768,723004
Europe,Germany,2021-01-12,83900471,79316,802320
Europe,Germany,2021-01-13,83900471,112437,914757
Europe,Germany,2021-01-14,83900471,84123,998880
Europe,Germany,2021-01-15,83900471,91865,1090745
Europe,Germany,2021-01-16,83900471,58098,1148843
Europe,Germany,2021-01-17,83900471,47841,1196684
Europe,Germany,2021-01-18,83900471,83312,1279996
Europe,Germany,2021-01-19,83900471,119879,1399875
Europe,Germany,2021-01-20,83900471,132947,1532822
Europe,Germany,2021-01-21,83900471,105640,1638462
Europe,Germany,2021-01-22,83900471,102407,1740869
Europe,Germany,2021-01-23,83900471,87092,1827961
Europe,Germany,2021-01-24,83900471,47836,1875797
Europe,Germany,2021-01-25,83900471,91049,1966846
Europe,Germany,2021-01-26,83900471,98705,2065551
Europe,Germany,2021-01-27,83900471,109637,2175188
Europe,Germany,2021-01-28,83900471,92744,2267932
Europe,Germany,2021-01-29,83900471,107829,2375761
Europe,Germany,2021-01-30,83900471,88165,2463926
Europe,Germany,2021-01-31,83900471,57243,2521169
Europe,Germany,2021-02-01,83900471,120501,2641670
Europe,Germany,2021-02-02,83900471,132885,2774555
Europe,Germany,2021-02-03,83900471,163115,2937670
Europe,Germany,2021-02-04,83900471,134661,3072331
Europe,Germany,2021-02-05,83900471,147586,3219917
Europe,Germany,2021-02-06,83900471,94199,3314116
Europe,Germany,2021-02-07,83900471,53580,3367696
Europe,Germany,2021-02-08,83900471,109514,3477210
Europe,Germany,2021-02-09,83900471,134757,3611967
Europe,Germany,2021-02-10,83900471,155554,3767521
Europe,Germany,2021-02-11,83900471,144750,3912271
Europe,Germany,2021-02-12,83900471,156307,4068578
Europe,Germany,2021-02-13,83900471,107888,4176466
Europe,Germany,2021-02-14,83900471,65475,4241941
Europe,Germany,2021-02-15,83900471,125950,4367891
Europe,Germany,2021-02-16,83900471,134975,4502866
Europe,Germany,2021-02-17,83900471,151950,4654816
Europe,Germany,2021-02-18,83900471,145251,4800067
Europe,Germany,2021-02-19,83900471,158973,4959040
Europe,Germany,2021-02-20,83900471,112558,5071598
Europe,Germany,2021-02-21,83900471,86048,5157646
Europe,Germany,2021-02-22,83900471,156696,5314342
Europe,Germany,2021-02-23,83900471,170645,5484987
Europe,Germany,2021-02-24,83900471,177197,5662184
Europe,Germany,2021-02-25,83900471,190440,5852624
Europe,Germany,2021-02-26,83900471,214289,6066913
Europe,Germany,2021-02-27,83900471,148351,6215264
Europe,Germany,2021-02-28,83900471,103607,6318871
Europe,Germany,2021-03-01,83900471,199397,6518268
Europe,Germany,2021-03-02,83900471,220206,6738474
Europe,Germany,2021-03-03,83900471,248644,6987118
Europe,Germany,2021-03-04,83900471,245760,7232878
Europe,Germany,2021-03-05,83900471,276026,7508904
Europe,Germany,2021-03-06,83900471,202980,7711884
Europe,Germany,2021-03-07,83900471,147917,7859801
Europe,Germany,2021-03-08,83900471,238623,8098424
Europe,Germany,2021-03-09,83900471,253242,8351666
Europe,Germany,2021-03-10,83900471,289584,8641250
Europe,Germany,2021-03-11,83900471,284900,8926150
Europe,Germany,2021-03-12,83900471,328655,9254805
Europe,Germany,2021-03-13,83900471,241641,9496446
Europe,Germany,2021-03-14,83900471,170470,9666916
Europe,Germany,2021-03-15,83900471,249608,9916524
Europe,Germany,2021-03-16,83900471,179608,10096132
Europe,Germany,2021-03-17,83900471,206078,10302210
Europe,Germany,2021-03-18,83900471,194113,10496323
Europe,Germany,2021-03-19,83900471,246274,10742597
Europe,Germany,2021-03-20,83900471,221367,10963964
Europe,Germany,2021-03-21,83900471,164947,11128911
Europe,Germany,2021-03-22,83900471,270359,11399270
Europe,Germany,2021-03-23,83900471,302481,11701751
Europe,Germany,2021-03-24,83900471,342030,12043781
Europe,Germany,2021-03-25,83900471,334456,12378237
Europe,Germany,2021-03-26,83900471,375923,12754160
Europe,Germany,2021-03-27,83900471,282580,13036740
Europe,Germany,2021-03-28,83900471,196759,13233499
Europe,Germany,2021-03-29,83900471,306881,13540380
Europe,Germany,2021-03-30,83900471,330596,13870976
Europe,Germany,2021-03-31,83900471,337514,14208490
Europe,Germany,2021-04-01,83900471,333884,14542374
Europe,Germany,2021-04-02,83900471,226653,14769027
Europe,Germany,2021-04-03,83900471,232480,15001507
Europe,Germany,2021-04-04,83900471,193484,15194991
Europe,Germany,2021-04-05,83900471,248504,15443495
Europe,Germany,2021-04-06,83900471,392338,15835833
Europe,Germany,2021-04-07,83900471,725200,16561033
Europe,Germany,2021-04-08,83900471,719443,17280476
Europe,Germany,2021-04-09,83900471,623675,17904151
Europe,Germany,2021-04-10,83900471,369336,18273487
Europe,Germany,2021-04-11,83900471,260994,18534481
Europe,Germany,2021-04-12,83900471,413110,18947591
Europe,Germany,2021-04-13,83900471,604042,19551633
Europe,Germany,2021-04-14,83900471,808702,20360335
Europe,Germany,2021-04-15,83900471,683923,21044258
Europe,Germany,2021-04-16,83900471,584283,21628541
Europe,Germany,2021-04-17,83900471,359374,21987915
Europe,Germany,2021-04-18,83900471,267050,22254965
Europe,Germany,2021-04-19,83900471,399656,22654621
Europe,Germany,2021-04-20,83900471,590672,23245293
Europe,Germany,2021-04-21,83900471,750490,23995783
Europe,Germany,2021-04-22,83900471,641575,24637358
Europe,Germany,2021-04-23,83900471,543553,25180911
Europe,Germany,2021-04-24,83900471,362697,25543608
Europe,Germany,2021-04-25,83900471,280120,25823728
Europe,Germany,2021-04-26,83900471,437610,26261338
Europe,Germany,2021-04-27,83900471,860336,27121674
Europe,Germany,2021-04-28,83900471,1164320,28285994
Europe,Germany,2021-04-29,83900471,950002,29235996
Europe,Germany,2021-04-30,83900471,770819,30006815
Europe,Germany,2021-05-01,83900471,323983,30330798
Europe,Germany,2021-05-02,83900471,258807,30589605
Europe,Germany,2021-05-03,83900471,455892,31045497
Europe,Germany,2021-05-04,83900471,899966,31945463
Europe,Germany,2021-05-05,83900471,1211282,33156745
Europe,Germany,2021-05-06,83900471,1003810,34160555
Europe,Germany,2021-05-07,83900471,860771,35021326
Europe,Germany,2021-05-08,83900471,413236,35434562
Europe,Germany,2021-05-09,83900471,280543,35715105
Europe,Germany,2021-05-10,83900471,605187,36320292
Europe,Germany,2021-05-11,83900471,1168067,37488359
Europe,Germany,2021-05-12,83900471,1472687,38961046
Europe,Germany,2021-05-13,83900471,414244,39375290
Europe,Germany,2021-05-14,83900471,741872,40117162
Europe,Germany,2021-05-15,83900471,393617,40510779
Europe,Germany,2021-05-16,83900471,274276,40785055
Europe,Germany,2021-05-17,83900471,552548,41337603
Europe,Germany,2021-05-18,83900471,930462,42268065
Europe,Germany,2021-05-19,83900471,1188760,43456825
Europe,Germany,2021-05-20,83900471,984818,44441643
Europe,Germany,2021-05-21,83900471,845800,45287443
Europe,Germany,2021-05-22,83900471,396853,45684296
Europe,Germany,2021-05-23,83900471,271928,45956224
Europe,Germany,2021-05-24,83900471,315945,46272169
Europe,Germany,2021-05-25,83900471,685020,46957189
Europe,Germany,2021-05-26,83900471,1272314,48229503
Europe,Germany,2021-05-27,83900471,1055957,49285460
Europe,Germany,2021-05-28,83900471,889900,50175360
Europe,Germany,2021-05-29,83900471,405940,50581300
Europe,Germany,2021-05-30,83900471,273440,50854740
Europe,Germany,2021-05-31,83900471,580920,51435660
Europe,Germany,2021-06-01,83900471,1026605,52462265
Europe,Germany,2021-06-02,83900471,1315658,53777923
Europe,Germany,2021-06-03,83900471,639036,54416959
Europe,Germany,2021-06-04,83900471,802276,55219235
Europe,Germany,2021-06-05,83900471,412382,55631617
Europe,Germany,2021-06-06,83900471,272900,55904517
Europe,Germany,2021-06-07,83900471,610215,56514732
Europe,Germany,2021-06-08,83900471,1145962,57660694
Europe,Germany,2021-06-09,83900471,1506027,59166721
Europe,Germany,2021-06-10,83900471,1218396,60385117
Europe,Germany,2021-06-11,83900471,1039135,61424252
Europe,Germany,2021-06-12,83900471,433295,61857547
Europe,Germany,2021-06-13,83900471,262392,62119939
Europe,Germany,2021-06-14,83900471,642288,62762227
Europe,Germany,2021-06-15,83900471,1141102,63903329
Europe,Germany,2021-06-16,83900471,1439449,65342778
Europe,Germany,2021-06-17,83900471,1158792,66501570
Europe,Germany,2021-06-18,83900471,967719,67469289
Europe,Germany,2021-06-19,83900471,424766,67894055
Europe,Germany,2021-06-20,83900471,278678,68172733
Europe,Germany,2021-06-21,83900471,622689,68795422
Europe,Germany,2021-06-22,83900471,1160361,69955783
Europe,Germany,2021-06-23,83900471,1423842,71379625
Europe,Germany,2021-06-24,83900471,1037375,72417000
Europe,Germany,2021-06-25,83900471,900554,73317554
Europe,Germany,2021-06-26,83900471,409935,73727489
Europe,Germany,2021-06-27,83900471,278731,74006220
Europe,Germany,2021-06-28,83900471,618239,74624459
Europe,Germany,2021-06-29,83900471,1002803,75627262
Europe,Germany,2021-06-30,83900471,1125979,76753241
Europe,Germany,2021-07-01,83900471,955025,77708266
Europe,Germany,2021-07-02,83900471,827185,78535451
Europe,Germany,2021-07-03,83900471,378734,78914185
Europe,Germany,2021-07-04,83900471,255160,79169345
Europe,Germany,2021-07-05,83900471,529981,79699326
Europe,Germany,2021-07-06,83900471,842762,80542088
Europe,Germany,2021-07-07,83900471,1067148,81609236
Europe,Germany,2021-07-08,83900471,871340,82480576
Europe,Germany,2021-07-09,83900471,729841,83210417
Europe,Germany,2021-07-10,83900471,337049,83547466
Europe,Germany,2021-07-11,83900471,219123,83766589
Europe,Germany,2021-07-12,83900471,465528,84232117
Europe,Germany,2021-07-13,83900471,825943,85058060
Europe,Germany,2021-07-14,83900471,1055926,86113986
Europe,Germany,2021-07-15,83900471,785030,86899016
Europe,Germany,2021-07-16,83900471,643613,87542629
Europe,Germany,2021-07-17,83900471,279090,87821719
Europe,Germany,2021-07-18,83900471,178975,88000694
Europe,Germany,2021-07-19,83900471,369091,88369785
Europe,Germany,2021-07-20,83900471,657509,89027294
Europe,Germany,2021-07-21,83900471,811006,89838300
Europe,Germany,2021-07-22,83900471,656247,90494547
Europe,Germany,2021-07-23,83900471,538769,91033316
Europe,Germany,2021-07-24,83900471,209592,91242908
Europe,Germany,2021-07-25,83900471,111831,91354739
Europe,Germany,2021-07-26,83900471,332887,91687626
Europe,Germany,2021-07-27,83900471,598220,92285846
Europe,Germany,2021-07-28,83900471,740246,93026092
Europe,Germany,2021-07-29,83900471,590705,93616797
Europe,Germany,2021-07-30,83900471,474772,94091569
Europe,Germany,2021-07-31,83900471,190471,94282040
Europe,Germany,2021-08-01,83900471,105281,94387321
Europe,Germany,2021-08-02,83900471,290336,94677657
Europe,Germany,2021-08-03,83900471,500039,95177696
Europe,Germany,2021-08-04,83900471,613540,95791236
Europe,Germany,2021-08-05,83900471,533275,96324511
Europe,Germany,2021-08-06,83900471,428250,96752761
Europe,Germany,2021-08-07,83900471,180708,96933469
Europe,Germany,2021-08-08,83900471,109200,97042669
Europe,Germany,2021-08-09,83900471,292833,97335502
Europe,Germany,2021-08-10,83900471,466526,97802028
Europe,Germany,2021-08-11,83900471,576558,98378586
Europe,Germany,2021-08-12,83900471,486561,98865147
Europe,Germany,2021-08-13,83900471,405321,99270468
Europe,Germany,2021-08-14,83900471,194531,99464999
Europe,Germany,2021-08-15,83900471,112036,99577035
Europe,Germany,2021-08-16,83900471,264554,99841589
Europe,Germany,2021-08-17,83900471,394963,100236552
Europe,Germany,2021-08-18,83900471,455503,100692055
Europe,Germany,2021-08-19,83900471,375237,101067292
Europe,Germany,2021-08-20,83900471,309886,101377178
Europe,Germany,2021-08-21,83900471,153948,101531126
Europe,Germany,2021-08-22,83900471,90876,101622002
Europe,Germany,2021-08-23,83900471,224459,101846461
Europe,Germany,2021-08-24,83900471,319086,102165547
Europe,Germany,2021-08-25,83900471,362613,102528160
Europe,Germany,2021-08-26,83900471,310296,102838456
Europe,Germany,2021-08-27,83900471,263586,103102042
Europe,Germany,2021-08-28,83900471,137687,103239729
Europe,Germany,2021-08-29,83900471,80883,103320612
Europe,Germany,2021-08-30,83900471,187502,103508114
Europe,Germany,2021-08-31,83900471,272816,103780930
Europe,Germany,2021-09-01,83900471,325242,104106172
Europe,Germany,2021-09-02,83900471,276528,104382700
Europe,Germany,2021-09-03,83900471,223415,104606115
Europe,Germany,2021-09-04,83900471,106363,104712478
Europe,Germany,2021-09-05,83900471,59864,104772342
Europe,Germany,2021-09-06,83900471,153239,104925581
Europe,Germany,2021-09-07,83900471,245315,105170896
Europe,Germany,2021-09-08,83900471,284363,105455259
Europe,Germany,2021-09-09,83900471,268217,105723476
Europe,Germany,2021-09-10,83900471,219690,105943166
Europe,Germany,2021-09-11,83900471,108296,106051462
Europe,Germany,2021-09-12,83900471,61598,106113060
Europe,Germany,2021-09-13,83900471,160414,106273474
Europe,Germany,2021-09-14,83900471,262926,106536400
Europe,Germany,2021-09-15,83900471,311027,106847427
Europe,Germany,2021-09-16,83900471,290295,107137722
Europe,Germany,2021-09-17,83900471,237091,107374813
Europe,Germany,2021-09-18,83900471,111319,107486132
Europe,Germany,2021-09-19,83900471,62989,107549121
Europe,Germany,2021-09-20,83900471,158350,107707471
Europe,Germany,2021-09-21,83900471,261291,107968762
Europe,Germany,2021-09-22,83900471,299853,108268615
Europe,Germany,2021-09-23,83900471,283940,108552555
Europe,Germany,2021-09-24,83900471,223009,108775564
Europe,Germany,2021-09-25,83900471,99359,108874923
Europe,Germany,2021-09-26,83900471,53633,108928556
Europe,Germany,2021-09-27,83900471,147935,109076491
Europe,Germany,2021-09-28,83900471,250109,109326600
Europe,Germany,2021-09-29,83900471,267354,109593954
Europe,Germany,2021-09-30,83900471,231972,109825926
Europe,Germany,2021-10-01,83900471,127853,109953779
Europe,Germany,2021-10-02,83900471,32292,109986071
Europe,Germany,2021-10-03,83900471,13895,109999966
Europe,Germany,2021-10-04,83900471,95852,110095818
Europe,Germany,2021-10-05,83900471,182875,110278693
Europe,Germany,2021-10-06,83900471,204906,110483599
Europe,Germany,2021-10-07,83900471,211964,110695563
Europe,Germany,2021-10-08,83900471,183027,110878590
Europe,Germany,2021-10-09,83900471,41589,110920179
Europe,Germany,2021-10-10,83900471,17356,110937535
Europe,Germany,2021-10-11,83900471,96172,111033707
Europe,Germany,2021-10-12,83900471,179975,111213682
Europe,Germany,2021-10-13,83900471,207202,111420884
Europe,Germany,2021-10-14,83900471,208774,111629658
Europe,Germany,2021-10-15,83900471,171920,111801578
Europe,Germany,2021-10-16,83900471,41972,111843550
Europe,Germany,2021-10-17,83900471,16833,111860383
Europe,Germany,2021-10-18,83900471,92903,111953286
Europe,Germany,2021-10-19,83900471,178281,112131567
Europe,Germany,2021-10-20,83900471,205121,112336688
Europe,Germany,2021-10-21,83900471,207141,112543829
Europe,Germany,2021-10-22,83900471,160944,112704773
Europe,Germany,2021-10-23,83900471,44561,112749334
Europe,Germany,2021-10-24,83900471,14817,112764151
Europe,Germany,2021-10-25,83900471,108502,112872653
Europe,Germany,2021-10-26,83900471,209875,113082528
Europe,Germany,2021-10-27,83900471,243340,113325868
Europe,Germany,2021-10-28,83900471,249420,113575288
Europe,Germany,2021-10-29,83900471,207529,113782817
Europe,Germany,2021-10-30,83900471,53383,113836200
Europe,Germany,2021-10-31,83900471,16457,113852657
Europe,Germany,2021-11-01,83900471,65167,113917824
Europe,Germany,2021-11-02,83900471,214906,114132730
Europe,Germany,2021-11-03,83900471,292192,114424922
Europe,Germany,2021-11-04,83900471,301373,114726295
Europe,Germany,2021-11-05,83900471,258383,114984678
Europe,Germany,2021-11-06,83900471,72166,115056844
Europe,Germany,2021-11-07,83900471,32575,115089419
Europe,Germany,2021-11-08,83900471,174573,115263992
Europe,Germany,2021-11-09,83900471,340279,115604271
Europe,Germany,2021-11-10,83900471,400109,116004380
Europe,Germany,2021-11-11,83900471,413669,116418049
Europe,Germany,2021-11-12,83900471,332509,116750558
Europe,Germany,2021-11-13,83900471,105068,116855626
Europe,Germany,2021-11-14,83900471,49332,116904958
Europe,Germany,2021-11-15,83900471,246815,117151773
Europe,Germany,2021-11-16,83900471,475032,117626805
Europe,Germany,2021-11-17,83900471,555175,118181980
Europe,Germany,2021-11-18,83900471,585691,118767671
Europe,Germany,2021-11-19,83900471,547683,119315354
Europe,Germany,2021-11-20,83900471,220993,119536347
Europe,Germany,2021-11-21,83900471,95692,119632039
Europe,Germany,2021-11-22,83900471,420282,120052321
Europe,Germany,2021-11-23,83900471,719362,120771683
Europe,Germany,2021-11-24,83900471,900616,121672299
Europe,Germany,2021-11-25,83900471,889174,122561473
